ATTRIBUTE_AcquisitionDate	ATTRIBUTE_AnimalModel	ATTRIBUTE_IngExp	ATTRIBUTE_SampleType	ATTRIBUTE_Time	G1	G2	G3	G4	G5	G6	GNPSGROUP:0h	GNPSGROUP:1h	GNPSGROUP:2020.05.12	GNPSGROUP:2020.05.25	GNPSGROUP:2h	GNPSGROUP:30min	GNPSGROUP:4h	GNPSGROUP:Dog	GNPSGROUP:Dog_4h	GNPSGROUP:Dog_Blank	GNPSGROUP:Human	GNPSGROUP:Human_0h	GNPSGROUP:Human_1h	GNPSGROUP:Human_2h	GNPSGROUP:Human_30min	GNPSGROUP:Human_4h	GNPSGROUP:Human_Blank	GNPSGROUP:Human_NoNGS	GNPSGROUP:Monkey	GNPSGROUP:Monkey_4h	GNPSGROUP:Monkey_Blank	GNPSGROUP:Mouse	GNPSGROUP:Mouse_4h	GNPSGROUP:Mouse_Blank	GNPSGROUP:Rat	GNPSGROUP:Rat_4h	GNPSGROUP:Rat_Blank	GNPSGROUP:blank	GNPSGROUP:control	GNPSGROUP:nan	GNPSGROUP:sample	GNPSLinkout_Cluster	GNPSLinkout_Network	INCHI	LibraryID	MQScore	RTConsensus	RTMean	RTStdErr	Smiles	SpectrumID	SumPeakIntensity	UniqueFileSourcesCount	cluster index	componentindex	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
2020.05.25	Dog,Human,Rat,Monkey,Mouse	Human_Blank,Monkey_4h,Human_4h,Rat_Blank,Dog_4h,Dog_Blank,Mouse_4h,Mouse_Blank,Rat_4h,Monkey_Blank	sample,blank	nan,4h	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6531479.911090319	0.0	0.0	6318894.186679614	4367482.018917848	4298768.608131497	4436195.4297042	4894400.285939331	0.0	0.0	0.0	0.0	4716208.719344876	5072591.852533787	0.0	8429534.633189645	8642621.4203926	8216447.8459866885	3538173.796194751	3184016.655885829	3892330.936503673	11427808.82121002	10752855.529643267	12102762.112776771	6744065.635501023	0.0	6744065.635501023	6318894.186679614	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=3716d02d96b942c591bb813d9b336342&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"11.0","main.cluster index_upperinput":"11.0"}	This Node is a Singleton	N/A	N/A	N/A	34.4151	34.4151	0	N/A	N/A	195944397.33270958	30	11	-1	30	337.2365	1	337.2365	195944397.33270958
2020.05.25	Dog,Human,Rat,Monkey,Mouse	Human_Blank,Monkey_4h,Human_4h,Rat_Blank,Dog_4h,Dog_Blank,Mouse_4h,Mouse_Blank,Rat_4h,Monkey_Blank	sample,blank	nan,4h	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4084897.1798212635	0.0	0.0	4079818.9101868807	3998035.5957991374	3964724.8410034	4031346.350594875	4190672.7276570727	0.0	0.0	0.0	0.0	4192354.572345174	4188990.8829689715	0.0	4189580.868935135	4177709.5212915004	4201452.2165787695	4036673.1048157746	4046767.9991080663	4026578.2105234833	4009523.6018991983	4017537.617186264	4001509.5866121324	4089975.4494556463	0.0	4089975.4494556463	4079818.9101868807	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=3716d02d96b942c591bb813d9b336342&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"12.0","main.cluster index_upperinput":"12.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=4&task=3716d02d96b942c591bb813d9b336342&show=true	N/A	N/A	N/A	35.0293	35.0293	0	N/A	N/A	122546915.39463793	30	12	4	30	360.3629	1	360.3629	122546915.39463793
2020.05.25	Dog,Human,Rat,Monkey,Mouse	Human_Blank,Monkey_4h,Human_4h,Rat_Blank,Dog_4h,Dog_Blank,Mouse_4h,Mouse_Blank,Rat_4h,Monkey_Blank	sample,blank	nan,4h	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6038458.757770613	0.0	0.0	5596927.911145555	5001833.373370936	3107885.715556678	6895781.031185195	7344987.438340755	0.0	0.0	0.0	0.0	7449469.065357962	7240505.811323549	0.0	7707725.407524825	7479354.39911378	7936096.41593587	7350328.0058836555	7319536.1343647335	7381119.877402578	2787419.563732891	2628394.24133462	2946444.8861311614	6479989.604395671	0.0	6479989.604395671	5596927.911145555	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=3716d02d96b942c591bb813d9b336342&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"13.0","main.cluster index_upperinput":"13.0"}	This Node is a Singleton	N/A	N/A	N/A	34.7558	34.7558	0	N/A	N/A	181153762.73311839	30	13	-1	30	732.5505	1	732.5505	181153762.73311839
2020.05.25	Dog,Human,Rat,Monkey,Mouse	Human_Blank,Monkey_4h,Human_4h,Rat_Blank,Dog_4h,Dog_Blank,Mouse_4h,Mouse_Blank,Rat_4h,Monkey_Blank	sample,blank	nan,4h	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1855009.9416573842	0.0	0.0	1984980.986705234	3314583.837403957	3520927.734693994	3108239.94011392	1721852.3325976601	0.0	0.0	0.0	0.0	1955694.013898115	1488010.6512972056	0.0	685179.188645832	663633.8123844397	706724.5649072243	1290111.766756584	1278615.4424129163	1301608.0911002518	2263322.5828828877	2506033.9301367057	2020611.23562907	1725038.8966095343	0.0	1725038.8966095343	1984980.986705234	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=3716d02d96b942c591bb813d9b336342&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"14.0","main.cluster index_upperinput":"14.0"}	This Node is a Singleton	N/A	N/A	N/A	35.0360	35.0360	0	N/A	N/A	55650298.249721535	30	14	-1	30	502.2976	1	502.2976	55650298.249721535
2020.05.25	Dog,Human,Rat,Monkey,Mouse	Human_Blank,Monkey_4h,Human_4h,Rat_Blank,Dog_4h,Dog_Blank,Mouse_4h,Mouse_Blank,Rat_4h,Monkey_Blank	sample,blank	nan,4h	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4685317.558202553	0.0	0.0	4742667.898986157	4666686.377219742	4496938.13226155	4836434.622177935	4437766.650058583	0.0	0.0	0.0	0.0	4442875.250413401	4432658.049703766	0.0	4405030.566210543	4448496.727356773	4361564.405064313	4860387.061565148	5285440.928577454	4435333.194552841	5056717.135958746	5039588.456321608	5073845.815595885	4627967.217418948	0.0	4627967.217418948	4742667.898986157	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=3716d02d96b942c591bb813d9b336342&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"15.0","main.cluster index_upperinput":"15.0"}	This Node is a Singleton	N/A	N/A	N/A	33.9150	33.9150	0	N/A	N/A	140559526.74607658	30	15	-1	30	558.4204	1	558.4204	140559526.74607658
2020.05.25	Dog,Human,Rat,Monkey,Mouse	Human_Blank,Monkey_4h,Human_4h,Rat_Blank,Dog_4h,Dog_Blank,Mouse_4h,Mouse_Blank,Rat_4h,Monkey_Blank	sample,blank	nan,4h	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2011097.8045216831	0.0	0.0	2038666.5672475528	2069302.9743579202	2109661.1831233655	2028944.765592475	1627335.70715413	0.0	0.0	0.0	0.0	1771508.552558594	1483162.8617496663	0.0	2132850.058898913	2106194.144057616	2159505.9737402108	2077337.8423508608	2070628.4322070186	2084047.252494703	2148662.439846591	2135340.5242911703	2161984.3554020114	1983529.0417958132	0.0	1983529.0417958132	2038666.5672475528	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=3716d02d96b942c591bb813d9b336342&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"16.0","main.cluster index_upperinput":"16.0"}	This Node is a Singleton	N/A	N/A	N/A	35.6770	35.6770	0	N/A	N/A	60332934.13565048	30	16	-1	30	301.1443	1	301.1443	60332934.13565048
2020.05.25	Dog,Human,Rat,Monkey,Mouse	Human_Blank,Monkey_4h,Human_4h,Rat_Blank,Dog_4h,Dog_Blank,Mouse_4h,Mouse_Blank,Rat_4h,Monkey_Blank	sample,blank	nan,4h	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1935783.4869941368	0.0	0.0	1981053.8845257123	1980967.7876708885	1971824.0212109257	1990111.5541308513	2263836.2426041747	0.0	0.0	0.0	0.0	2269809.3488151166	2257863.136393233	0.0	2317707.1122176084	2324929.345753581	2310484.878681636	1694728.466940094	1746747.7958854062	1642709.1379947818	1421677.8255379181	1591958.910963532	1251396.7401123042	1890513.0894625613	0.0	1890513.0894625613	1981053.8845257123	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=3716d02d96b942c591bb813d9b336342&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"17.0","main.cluster index_upperinput":"17.0"}	This Node is a Singleton	N/A	N/A	N/A	35.0058	35.0058	0	N/A	N/A	58073504.6098241	30	17	-1	30	790.5879	1	790.5879	58073504.6098241
2020.05.25	Dog,Human,Rat,Monkey,Mouse	Human_Blank,Monkey_4h,Human_4h,Rat_Blank,Dog_4h,Dog_Blank,Mouse_4h,Mouse_Blank,Rat_4h,Monkey_Blank	sample,blank	nan,4h	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2408499.4084941396	0.0	0.0	2399861.0795305963	2243744.368881831	2226061.1939322897	2261427.5438313717	2472838.6804492134	0.0	0.0	0.0	0.0	2452762.9737825543	2492914.387115872	0.0	2439671.5130273504	2412161.6360449158	2467181.390009785	2437170.566761072	2468749.444335936	2405591.689186207	2449071.9133512313	2439570.149557286	2458573.6771451766	2417137.7374576824	0.0	2417137.7374576824	2399861.0795305963	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=3716d02d96b942c591bb813d9b336342&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"18.0","main.cluster index_upperinput":"18.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=15&task=3716d02d96b942c591bb813d9b336342&show=true	N/A	N/A	N/A	34.2288	34.2288	0	N/A	N/A	72254982.25482418	30	18	15	30	621.4192	1	621.4192	72254982.25482418
2020.05.25	Dog,Human,Rat,Monkey,Mouse	Human_Blank,Monkey_4h,Human_4h,Rat_Blank,Dog_4h,Dog_Blank,Mouse_4h,Mouse_Blank,Rat_4h,Monkey_Blank	sample,blank	nan,4h	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26928799.863844626	0.0	0.0	26769515.25383219	27180182.21751261	27177454.658933315	27182909.776091907	27958552.6296574	0.0	0.0	0.0	0.0	27863823.94507061	28053281.314244192	0.0	26977509.89542216	26488157.545308415	27466862.245535903	26363757.46130675	26294277.180070575	26433237.742542926	26163997.1153242	26023862.93977805	26304131.290870354	27088084.473857056	0.0	27088084.473857056	26769515.25383219	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=3716d02d96b942c591bb813d9b336342&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"19.0","main.cluster index_upperinput":"19.0"}	This Node is a Singleton	N/A	N/A	N/A	33.9553	33.9553	0	N/A	N/A	807863995.9153386	30	19	-1	30	320.1720	1	320.1720	807863995.9153386
2020.05.25	Dog,Human,Rat,Monkey,Mouse	Human_Blank,Monkey_4h,Human_4h,Rat_Blank,Dog_4h,Dog_Blank,Mouse_4h,Mouse_Blank,Rat_4h,Monkey_Blank	sample,blank	nan,4h	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1959426.0834231817	0.0	0.0	1957270.4911803454	1802763.2919759094	1804821.3395312417	1800705.2444205768	2029445.5664534606	0.0	0.0	0.0	0.0	2009079.6704264348	2049811.4624804864	0.0	1950450.398940424	1922865.6477962246	1978035.1500846236	1985835.2391666612	1991684.2489616037	1979986.2293717188	2028635.9205794535	2057901.5491862227	1999370.2919726844	1961581.675666018	0.0	1961581.675666018	1957270.4911803454	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=3716d02d96b942c591bb813d9b336342&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"20.0","main.cluster index_upperinput":"20.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=15&task=3716d02d96b942c591bb813d9b336342&show=true	N/A	N/A	N/A	34.5007	34.5007	0	N/A	N/A	58782782.502695434	30	20	15	30	679.4609	1	679.4609	58782782.502695434
2020.05.25	Dog,Human,Rat,Monkey,Mouse	Human_Blank,Monkey_4h,Human_4h,Rat_Blank,Dog_4h,Dog_Blank,Mouse_4h,Mouse_Blank,Rat_4h,Monkey_Blank	sample,blank	nan,4h	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25871297.43714304	0.0	0.0	25646931.986693084	24452941.012021266	24635058.24764027	24270823.776402257	27510352.80522536	0.0	0.0	0.0	0.0	27137100.00472236	27883605.60572836	0.0	26205194.432463028	25458886.094096974	26951502.77082908	25746852.334590144	25545742.526519567	25947962.14266072	25441146.6014154	25457873.060486246	25424420.142344553	26095662.887592994	0.0	26095662.887592994	25646931.986693084	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=3716d02d96b942c591bb813d9b336342&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"21.0","main.cluster index_upperinput":"21.0"}	This Node is a Singleton	N/A	N/A	N/A	33.9586	33.9586	0	N/A	N/A	776138923.1142913	30	21	-1	30	325.1277	1	325.1277	776138923.1142913
2020.05.25	Dog,Human,Rat,Monkey,Mouse	Human_Blank,Monkey_4h,Human_4h,Rat_Blank,Dog_4h,Dog_Blank,Mouse_4h,Mouse_Blank,Rat_4h,Monkey_Blank	sample,blank	nan,4h	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1560039.930413	0.0	0.0	1630148.001645015	2554157.5308849975	2710913.724419749	2397401.3373502456	664342.4060294589	0.0	0.0	0.0	0.0	702393.5627050782	626291.2493538394	0.0	339664.1774886069	298621.43595052155	380706.91902669217	2332758.5560213113	2336000.2618375537	2329516.8502050694	1909276.9816406257	2102811.023312173	1715742.9399690786	1489931.859180985	0.0	1489931.859180985	1630148.001645015	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=3716d02d96b942c591bb813d9b336342&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"23.0","main.cluster index_upperinput":"23.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=19&task=3716d02d96b942c591bb813d9b336342&show=true	N/A	N/A	N/A	35.8498	35.8498	0	N/A	N/A	46801197.91239	30	23	19	30	544.3455	1	544.3455	46801197.91239
