ATTRIBUTE_AcquisitionDate	ATTRIBUTE_AnimalModel	ATTRIBUTE_IngExp	ATTRIBUTE_SampleType	ATTRIBUTE_Time	G1	G2	G3	G4	G5	G6	GNPSGROUP:0h	GNPSGROUP:1h	GNPSGROUP:2020.05.12	GNPSGROUP:2020.05.25	GNPSGROUP:2h	GNPSGROUP:30min	GNPSGROUP:4h	GNPSGROUP:Dog	GNPSGROUP:Dog_4h	GNPSGROUP:Dog_Blank	GNPSGROUP:Human	GNPSGROUP:Human_0h	GNPSGROUP:Human_1h	GNPSGROUP:Human_2h	GNPSGROUP:Human_30min	GNPSGROUP:Human_4h	GNPSGROUP:Human_Blank	GNPSGROUP:Human_NoNGS	GNPSGROUP:Monkey	GNPSGROUP:Monkey_4h	GNPSGROUP:Monkey_Blank	GNPSGROUP:Mouse	GNPSGROUP:Mouse_4h	GNPSGROUP:Mouse_Blank	GNPSGROUP:Rat	GNPSGROUP:Rat_4h	GNPSGROUP:Rat_Blank	GNPSGROUP:blank	GNPSGROUP:control	GNPSGROUP:nan	GNPSGROUP:sample	GNPSLinkout_Cluster	GNPSLinkout_Network	INCHI	LibraryID	MQScore	RTConsensus	RTMean	RTStdErr	Smiles	SpectrumID	SumPeakIntensity	UniqueFileSourcesCount	cluster index	componentindex	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
2020.05.25	Human,Monkey,Rat,Dog,Mouse	Mouse_4h,Monkey_Blank,Rat_Blank,Dog_Blank,Mouse_Blank,Rat_4h,Human_Blank,Dog_4h,Human_4h,Monkey_4h	blank,sample	4h,nan	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4019959.041656411	0.0	0.0	4038464.5765403598	4014745.8511555917	4007590.080276686	4021901.622034497	4046397.443395987	0.0	0.0	0.0	0.0	4007901.684705408	4084893.202086567	0.0	4057366.7133219494	4123467.4485872267	3991265.9780566716	4068832.0074829175	4092670.7466520206	4044993.2683138144	3912453.1929256073	3960692.922480458	3864213.4633707567	4001453.5067724613	0.0	4001453.5067724613	4038464.5765403598	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=6f690643ab0f4abf9ddec08b087ffb35&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"11.0","main.cluster index_upperinput":"11.0"}	This Node is a Singleton	N/A	N/A	N/A	34.2322	34.2322	0	N/A	N/A	120598771.24969234	30	11	-1	30	616.4637	1	616.4637	120598771.24969234
2020.05.25	Human,Monkey,Rat,Dog,Mouse	Mouse_4h,Dog_Blank,Rat_4h,Dog_4h,Human_4h,Monkey_4h	blank,sample	4h,nan	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1907812.24978538	0.0	0.0	3815551.4438821306	1911637.6925269612	3822910.1066107764	365.2784431457415	3607632.528207464	0.0	0.0	0.0	0.0	7215265.056414928	0.0	0.0	23465.1320085399	46930.2640170798	0.0	3981282.4952601036	7962564.990520207	0.0	15043.400923830673	30086.801847661347	0.0	73.0556886291483	0.0	73.0556886291483	3815551.4438821306	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=6f690643ab0f4abf9ddec08b087ffb35&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"12.0","main.cluster index_upperinput":"12.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=6&task=6f690643ab0f4abf9ddec08b087ffb35&show=true	N/A	SildenafilCitrate	0.809502	17.2577	17.2577	0	N/A	CCMSLIB00000004808	57234367.4935614	16	12	6	16	949.4202	1	949.4202	57234367.4935614
2020.05.25	Human,Monkey,Rat,Dog,Mouse	Mouse_4h,Monkey_Blank,Rat_Blank,Dog_Blank,Mouse_Blank,Rat_4h,Human_Blank,Dog_4h,Human_4h,Monkey_4h	blank,sample	4h,nan	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6531479.911090319	0.0	0.0	6318894.186679614	4367482.018917848	4298768.608131497	4436195.4297042	4894400.285939331	0.0	0.0	0.0	0.0	4716208.719344876	5072591.852533787	0.0	8429534.633189645	8642621.4203926	8216447.8459866885	3538173.796194751	3184016.655885829	3892330.936503673	11427808.82121002	10752855.529643267	12102762.112776771	6744065.635501023	0.0	6744065.635501023	6318894.186679614	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=6f690643ab0f4abf9ddec08b087ffb35&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"13.0","main.cluster index_upperinput":"13.0"}	This Node is a Singleton	N/A	N/A	N/A	34.4151	34.4151	0	N/A	N/A	195944397.33270955	30	13	-1	30	337.2365	1	337.2365	195944397.33270955
2020.05.25	Human,Monkey,Rat,Dog,Mouse	Mouse_4h,Monkey_Blank,Rat_Blank,Dog_Blank,Mouse_Blank,Rat_4h,Human_Blank,Dog_4h,Human_4h,Monkey_4h	blank,sample	4h,nan	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3399498.158815671	0.0	0.0	3441800.082220856	3362999.686429847	3359620.584741195	3366378.7881184993	3388338.3479264476	0.0	0.0	0.0	0.0	3335816.5057128943	3440860.1901400005	0.0	3356150.865518381	3379956.2142057274	3332345.5168310343	3550850.3552469346	3820254.013159921	3281446.697333948	3339151.538956746	3313353.093284543	3364949.9846289493	3357196.2354104863	0.0	3357196.2354104863	3441800.082220856	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=6f690643ab0f4abf9ddec08b087ffb35&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"14.0","main.cluster index_upperinput":"14.0"}	This Node is a Singleton	N/A	N/A	N/A	34.5057	34.5057	0	N/A	N/A	101984944.76447015	30	14	-1	30	674.5053	1	674.5053	101984944.76447015
2020.05.25	Human,Monkey,Rat,Dog,Mouse	Mouse_4h,Monkey_Blank,Rat_Blank,Dog_Blank,Mouse_Blank,Rat_4h,Human_Blank,Dog_4h,Human_4h,Monkey_4h	blank,sample	4h,nan	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10033094.021947835	0.0	0.0	9266400.809864711	9012569.737022774	8944012.029826574	9081127.444218976	13851919.51736678	0.0	0.0	0.0	0.0	10262935.681252424	17440903.353481133	0.0	9405904.928204136	9304074.012922972	9507735.843485298	8883423.813909186	8811576.08510846	8955271.542709911	9011652.113236303	9009406.240213124	9013897.986259481	10799787.23403096	0.0	10799787.23403096	9266400.809864711	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=6f690643ab0f4abf9ddec08b087ffb35&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"15.0","main.cluster index_upperinput":"15.0"}	This Node is a Singleton	N/A	Spectral Match to Dioctyl phthalate from NIST14	0.8297450000000001	36.3583	36.3583	0	N/A	CCMSLIB00003139668	300992820.65843505	30	15	-1	30	391.2852	1	391.2852	300992820.65843505
2020.05.25	Human,Monkey,Dog,Mouse	Mouse_4h,Monkey_Blank,Dog_Blank,Mouse_Blank,Human_Blank,Dog_4h,Human_4h	blank,sample	4h,nan	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	424641.62155534263	0.0	0.0	413580.0251705833	243409.98668295518	248780.1416862111	238039.83167969924	596305.9355794225	0.0	0.0	0.0	0.0	558721.85371095	633890.0174478951	0.0	134803.78423828425	0.0	269607.5684765685	1148688.401276051	1260398.1304557552	1036978.6720963471	0.0	0.0	0.0	435703.217940102	0.0	435703.217940102	413580.0251705833	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=6f690643ab0f4abf9ddec08b087ffb35&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"16.0","main.cluster index_upperinput":"16.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=6f690643ab0f4abf9ddec08b087ffb35&show=true	N/A	N/A	N/A	33.5793	33.5793	0	N/A	N/A	12739248.64666028	10	16	2	10	573.2550	1	573.2550	12739248.64666028
2020.05.25	Human,Monkey,Rat,Dog,Mouse	Mouse_4h,Monkey_Blank,Rat_Blank,Dog_Blank,Mouse_Blank,Rat_4h,Human_Blank,Dog_4h,Human_4h,Monkey_4h	blank,sample	4h,nan	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4087256.947729525	0.0	0.0	4082498.203720267	4001327.453386646	3968147.073365358	4034507.8334079343	4192157.9987151427	0.0	0.0	0.0	0.0	4194822.275567576	4189493.7218627096	0.0	4190648.812241715	4178978.143204851	4202319.481278579	4040084.4192915717	4049732.018672021	4030436.819911123	4012066.0550125507	4020811.5077915294	4003320.602233572	4092015.6917387834	0.0	4092015.6917387834	4082498.203720267	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=6f690643ab0f4abf9ddec08b087ffb35&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"17.0","main.cluster index_upperinput":"17.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=4&task=6f690643ab0f4abf9ddec08b087ffb35&show=true	N/A	N/A	N/A	35.0293	35.0293	0	N/A	N/A	122617708.43188576	30	17	4	30	360.3629	1	360.3629	122617708.43188576
2020.05.25	Human,Monkey,Rat,Dog,Mouse	Mouse_4h,Monkey_Blank,Rat_Blank,Dog_Blank,Mouse_Blank,Rat_4h,Human_Blank,Dog_4h,Human_4h,Monkey_4h	blank,sample	4h,nan	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1842886.6053167277	0.0	0.0	1971005.7551723586	3314583.837403957	3520927.734693994	3108239.94011392	1734784.738636076	0.0	0.0	0.0	0.0	1947437.7032454524	1522131.7740266998	0.0	578979.1110042313	569463.3655273459	588494.8564811166	1322762.7566564868	1311166.0422582952	1334359.471054678	2263322.5828828877	2506033.9301367057	2020611.23562907	1714767.455461097	0.0	1714767.455461097	1971005.7551723586	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=6f690643ab0f4abf9ddec08b087ffb35&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"18.0","main.cluster index_upperinput":"18.0"}	This Node is a Singleton	N/A	N/A	N/A	35.0360	35.0360	0	N/A	N/A	55286598.159501836	30	18	-1	30	502.2979	1	502.2979	55286598.159501836
2020.05.25	Human,Monkey,Rat,Dog,Mouse	Mouse_4h,Monkey_Blank,Rat_Blank,Dog_Blank,Mouse_Blank,Rat_4h,Human_Blank,Dog_4h,Human_4h,Monkey_4h	blank,sample	4h,nan	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6045302.306055198	0.0	0.0	5610382.677373459	5034941.574277509	3174102.1173698227	6895781.031185195	7345516.153003942	0.0	0.0	0.0	0.0	7450526.494684337	7240505.811323549	0.0	7707992.451494857	7479354.39911378	7936630.503875934	7350641.787766794	7319536.1343647335	7381747.441168853	2787419.563732891	2628394.24133462	2946444.8861311614	6480221.934736938	0.0	6480221.934736938	5610382.677373459	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=6f690643ab0f4abf9ddec08b087ffb35&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"19.0","main.cluster index_upperinput":"19.0"}	This Node is a Singleton	N/A	N/A	N/A	34.7558	34.7558	0	N/A	N/A	181359069.18165594	30	19	-1	30	732.5504	1	732.5504	181359069.18165594
2020.05.25	Human,Monkey,Rat,Dog,Mouse	Mouse_4h,Monkey_Blank,Rat_Blank,Dog_Blank,Mouse_Blank,Rat_4h,Human_Blank,Dog_4h,Human_4h,Monkey_4h	blank,sample	4h,nan	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4685687.2436991045	0.0	0.0	4742667.898986157	4667448.070617621	4496938.13226155	4837958.008973692	4437766.650058583	0.0	0.0	0.0	0.0	4442875.250413401	4432658.049703766	0.0	4405030.566210543	4448496.727356773	4361564.405064313	4861473.795650027	5285440.928577454	4437506.6627226	5056717.135958746	5039588.456321608	5073845.815595885	4628706.588412051	0.0	4628706.588412051	4742667.898986157	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=6f690643ab0f4abf9ddec08b087ffb35&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"20.0","main.cluster index_upperinput":"20.0"}	This Node is a Singleton	N/A	N/A	N/A	33.9150	33.9150	0	N/A	N/A	140570617.3109731	30	20	-1	30	558.4204	1	558.4204	140570617.3109731
2020.05.25	Human,Monkey,Rat,Dog,Mouse	Mouse_4h,Monkey_Blank,Rat_Blank,Dog_Blank,Mouse_Blank,Rat_4h,Human_Blank,Dog_4h,Human_4h,Monkey_4h	blank,sample	4h,nan	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2011444.5846481472	0.0	0.0	2038666.5672475528	2069302.9743579202	2109661.1831233655	2028944.765592475	1629069.6077864512	0.0	0.0	0.0	0.0	1771508.552558594	1486630.6630143088	0.0	2132850.058898913	2106194.144057616	2159505.9737402108	2077337.8423508608	2070628.4322070186	2084047.252494703	2148662.439846591	2135340.5242911703	2161984.3554020114	1984222.602048742	0.0	1984222.602048742	2038666.5672475528	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=6f690643ab0f4abf9ddec08b087ffb35&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"21.0","main.cluster index_upperinput":"21.0"}	This Node is a Singleton	N/A	N/A	N/A	35.6770	35.6770	0	N/A	N/A	60343337.53944442	30	21	-1	30	301.1443	1	301.1443	60343337.53944442
2020.05.25	Human,Monkey,Rat,Dog,Mouse	Mouse_4h,Monkey_Blank,Rat_Blank,Dog_Blank,Mouse_Blank,Rat_4h,Human_Blank,Dog_4h,Human_4h,Monkey_4h	blank,sample	4h,nan	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1750562.7898021236	0.0	0.0	1758233.1541131935	1871912.838618972	1714454.8175479958	2029370.8596899481	1900568.3850117805	0.0	0.0	0.0	0.0	2060060.0962988138	1741076.6737247475	0.0	1956507.4149336896	2027615.4417098043	1885399.388157575	1807871.3220632013	1739005.8477030473	1876736.7964233554	1215953.9883829742	1250029.5673063067	1181878.4094596417	1742892.4254910536	0.0	1742892.4254910536	1758233.1541131935	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=6f690643ab0f4abf9ddec08b087ffb35&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"22.0","main.cluster index_upperinput":"22.0"}	This Node is a Singleton	N/A	N/A	N/A	33.9570	33.9570	0	N/A	N/A	52516883.694063716	30	22	-1	30	393.2853	1	393.2853	52516883.694063716
